key,value 
2836,7
6647,15
2465,6
2398,9
3881,10
5971,2
5386,4
329,5
2676,3
2814,4
1724,13
1583,7
353,1
8660,6
574,4
778,5
7622,3
5426,5
1633,10
7783,4
8178,13
8926,11
5731,10
1894,11
6413,11
3788,11
4674,7
2100,5
913,8
1762,7
7118,3
9412,12
15,10
3938,1
4006,13
7944,15
5016,10
7917,6
6290,11
6540,3
8607,8
6375,5
9152,6
7068,12
4645,5
6678,9
4115,9
684,3
126,3
4036,1
9423,10
8354,6
9855,4
6509,13
2133,1
7309,11
5380,2
8918,13
2675,1
9818,15
2506,10
2705,3
7737,10
8104,1
6374,14
1175,1
8670,5
7949,7
7243,13
2574,11
1335,10
6446,8
6758,15
6209,2
7871,13
7561,11
7249,7
1922,3
1127,7
1264,14
7836,13
5333,13
4413,6
2255,5
498,2
286,2
318,15
6926,13
8778,1
3630,5
9142,13
6473,10
5813,4
5511,12
6298,5
4006,3
5272,2
35,8
8447,12
8811,1
8785,2
1099,15
8742,14
9610,8
4442,14
8366,2
545,4
8181,5
7336,2
7013,8
1639,3
9085,14
6640,3
3459,1
948,15
9639,8
5903,9
8406,4
9988,12
6788,8
8210,3
3992,10
8610,6
5139,15
3548,3
6433,5
1853,6
8789,4
6639,11
7770,10
668,11
8590,5
1837,10
7051,12
3021,12
9828,11
5633,1
9373,14
6159,8
7453,15
8411,1
7161,12
2567,10
3875,12
2133,10
2319,2
2318,15
1506,9
5393,5
8553,12
8380,13
2936,8
865,3
3277,10
2660,14
9294,11
5793,13
3494,2
2488,1
7609,3
2806,10
362,11
4765,7
2811,14
5648,2
9433,13
2670,7
2126,2
365,11
9859,13
1720,12
8932,6
6018,8
3673,13
1666,4
8354,2
4130,14
7131,3
6371,8
6986,2
7287,2
4218,11
4064,10
553,15
7074,1
4389,5
9713,2
30,14
562,3
3447,12
6118,10
5468,6
8915,6
4090,7
7184,5
4487,3
3358,5
2083,4
1121,9
5579,7
5572,15
315,8
3950,1
1632,3
4485,15
257,8
4660,7
5613,10
5669,13
9891,9
464,11
2670,10
1082,10
4784,5
3882,7
9559,6
6339,12
2025,13
3676,2
8645,2
4069,6
3087,3
1246,4
5481,9
6215,8
8993,12
6578,6
7733,14
8132,1
7349,7
5345,12
1402,8
5814,3
5254,14
3375,10
7712,15
3304,7
1139,14
4761,11
3988,14
1931,11
2184,5
643,2
4351,10
292,5
9231,11
9460,5
1291,1
3111,2
2611,8
280,4
2636,8
6919,1
4315,4
5825,1
2481,4
101,6
4230,10
7867,1
1857,13
717,3
4959,1
2501,2
5760,7
125,12
4109,6
6681,11
2717,14
7046,2
217,7
7359,7
2461,5
6722,15
7570,5
8581,10
4281,15
1010,8
6979,8
5276,14
3071,1
9053,10
6086,1
5390,5
7334,9
6578,7
1219,2
2557,2
3086,2
7889,10
3437,15
6615,10
6195,2
4309,2
5591,12
5055,3
9557,14
3009,10
9923,10
3350,11
2913,3
5891,6
7903,3
9770,3
1659,4
5257,5
7804,11
4186,3
9319,3
3303,3
5914,1
4615,5
2639,9
1070,4
24,10
111,6
4027,1
7040,5
6523,9
9641,11
594,10
6367,12
8609,15
4385,6
5956,13
6436,9
2581,7
5273,4
5312,4
7392,2
3415,7
3610,13
3468,10
3407,5
9625,10
7297,10
1432,5
8065,1
3884,6
9135,5
5711,14
5225,1
8028,7
8108,15
6815,6
6598,12
884,11
4969,12
874,12
8677,2
8518,13
1718,7
1052,7
5528,14
7482,3
7999,6
487,4
5423,14
6073,10
8077,8
4170,9
6013,10
15,1
2844,1
6121,7
2356,5
1090,2
4153,1
7392,5
3420,2
6232,6
8540,12
7882,4
1155,14
4229,5
860,11
1232,8
2298,3
9413,4
978,7
455,15
3262,7
414,6
6967,13
4901,4
8062,4
3477,5
7249,11
9594,3
811,10
5631,14
8047,10
1216,11
9628,2
3718,5
1326,5
8114,9
9782,2
3698,10
7481,5
3402,13
3535,6
7172,8
7906,4
2666,5
4027,13
8058,12
6634,13
4856,13
3709,8
6134,5
2732,8
8825,15
1538,13
3614,8
6343,9
5686,13
1738,13
3386,13
8756,1
577,3
8966,4
3255,15
5744,15
136,2
7428,13
1782,15
4437,11
1588,13
2725,4
5381,14
5953,14
8783,4
8648,12
2537,4
9360,11
1888,4
9035,12
9503,7
723,13
4081,3
6819,8
9500,3
100,5
8720,3
8278,8
7749,2
3205,9
2192,15
3298,5
3309,14
1388,12
1383,13
6949,5
3809,14
3639,7
5504,1
6063,2
9060,3
8643,9
1643,5
7175,7
3537,8
3299,14
8752,2
6191,13
7144,10
6943,1
8173,11
9553,7
6555,14
6419,2
7168,14
7277,1
6750,7
3372,4
6656,14
216,12
4817,1
6902,8
2584,1
4990,12
74,6
8441,15
1612,13
8330,1
339,10
853,5
4408,1
3377,6
5013,3
3833,6
3428,15
4079,1
8338,3
4120,1
8662,6
1199,13
9295,13
9930,1
5039,13
8257,3
1124,2
7389,7
2882,10
7351,2
1686,8
9729,8
4402,3
779,1
3230,7
1535,6
1908,14
9726,4
7773,2
4475,11
9515,14
9856,8
5298,8
9591,8
8389,12
6037,13
7665,2
2956,3
1136,12
9558,2
8746,7
4438,3
1701,13
4025,12
9826,2
8817,12
8316,15
8892,5
5320,4
6527,5
1067,14
1156,7
7713,11
3978,2
6903,4
3189,5
4935,5
1391,9
3021,4
1111,13
6875,12
7850,15
6920,8
982,8
643,11
9300,13
8148,2
1039,14
8253,12
2093,13
8616,8
7470,14
4807,3
9933,4
8349,1
759,6
2113,11
6028,7
5334,15
6930,6
8346,14
5877,11
2530,1
6424,12
3888,4
3946,9
5471,10
5986,3
5608,8
4757,4
6492,2
1864,14
8237,7
4231,4
2483,13
838,3
1993,1
4416,4
3554,11
736,8
7543,14
5495,5
8369,7
7495,7
536,2
1180,14
5300,15
8304,14
6459,5
9646,10
809,11
361,1
2585,7
2836,8
3946,11
1576,10
3679,14
2935,9
4042,3
6591,7
3959,5
3086,10
1260,5
2289,11
6700,8
6498,10
2248,14
1815,13
2179,2
7771,13
5443,1
5755,4
7854,12
6016,13
1635,9
564,14
8003,5
9182,6
5455,1
6495,13
9849,8
6801,14
9710,8
7375,10
8432,8
9641,13
1783,11
1433,3
1129,15
5565,14
8002,14
6149,5
3724,7
7497,14
5678,10
1323,1
7407,7
8112,1
9460,13
2267,8
7599,4
2796,6
8079,6
7416,15
1513,5
5996,5
1609,12
1571,8
704,8
5743,6
661,8
2767,3
5293,2
7605,11
5377,15
6039,12
681,5
3277,5
9770,11
931,13
1784,13
7769,1
4212,6
7170,5
6350,8
490,13
4449,5
4371,1
7967,1
6865,4
866,1
7991,8
6457,3
4862,9
3139,7
4170,11
7429,2
3944,8
1119,14
1104,12
4094,8
2804,6
2209,12
4741,12
5696,13
9372,12
8399,2
6151,1
6640,10
3395,2
1811,14
5914,14
3636,11
9940,12
1799,9
6711,3
2302,10
8688,15
4259,11
189,12
9732,12
6865,9
5164,8
4630,4
3269,10
9512,2
1559,15
6008,3
7887,6
4129,11
7146,8
5342,15
6374,12
9766,12
1107,1
9212,8
1002,2
7603,7
9307,3
5474,15
1322,10
2529,8
4206,8
3148,14
7242,14
4086,4
1567,3
7174,12
4689,8
3057,6
6976,8
549,4
7543,5
5832,4
6544,5
8622,15
8407,7
9161,1
2014,9
3445,14
6439,13
1684,12
8896,6
9567,4
2540,9
1030,3
4185,10
8316,2
664,4
9219,10
395,12
8507,14
2462,12
4152,15
2164,10
9903,12
5525,12
6440,13
2976,13
5962,2
4791,4
5079,12
895,11
6652,8
2017,5
5996,11
2470,1
5502,4
3611,8
8997,9
625,9
297,1
5099,7
2336,8
5256,5
423,8
384,10
7949,12
5699,11
2223,4
5869,10
1061,2
9879,1
3482,7
8748,8
9434,13
5654,11
3975,11
3768,3
1885,14
1845,14
4325,5
8889,11
3205,15
3515,12
7616,13
1127,1
2654,12
8552,12
1821,2
6881,11
2093,15
8097,4
7754,6
5618,4
2793,13
8410,2
540,4
8870,15
9345,7
7979,6
5121,6
2247,10
2467,7
2259,4
7450,8
3576,12
8652,9
3413,14
7150,8
9887,8
8525,3
4141,10
8007,2
9713,13
2686,2
5829,1
8243,8
8211,3
8132,1
6477,2
972,13
1458,11
4545,1
884,7
5642,7
7126,1
8408,13
8726,1
7792,13
1807,13
4983,1
8237,8
5668,10
3121,15
6619,2
4476,2
6614,6
3094,3
1463,1
8099,5
2488,9
9896,13
8538,2
9682,5
7387,14
9752,11
4221,7
6569,5
3637,8
4194,14
3614,15
1202,6
3332,10
7406,9
9491,13
5844,2
563,4
6361,3
6818,1
4108,8
7384,10
1876,7
8834,13
6837,12
3058,4
8964,15
1723,4
6447,3
3222,13
5576,9
8707,7
6444,14
6282,6
7617,11
8979,13
2482,1
6025,6
4877,12
3498,7
9805,8
5047,15
5873,9
3484,10
8130,2
1289,1
3462,2
3974,5
6652,11
867,7
8774,15
802,2
3953,11
6096,5
5040,12
6143,6
5429,2
5228,11
5611,9
8198,4
3215,8
9815,5
8151,7
5708,14
2264,10
8557,7
9822,6
6699,13
8741,11
3562,4
3452,1
7379,11
7360,6
1341,1
3662,15
6005,12
372,6
3991,15
7059,2
4387,15
1976,9
3919,1
3780,8
1132,9
126,14
5098,7
3072,10
1565,6
4895,1
2647,14
9772,11
2453,14
8013,3
2581,6
6395,10
102,3
2249,15
4896,11
5948,12
6781,7
4675,10
2934,6
662,12
7301,6
8890,7
9133,7
9997,8
8512,7
394,13
7087,9
8432,13
4692,13
6316,9
3367,6
9845,9
9142,8
2900,1
7120,8
7906,3
5924,14
7762,4
9678,7
8665,8
9911,2
5524,7
5544,6
7980,10
544,11
4168,11
3642,4
8118,6
9995,7
5223,5
3911,11
5648,14
3428,2
3101,8
9426,9
5164,11
7750,3
1244,10
2404,14
1123,6
2988,2
9280,10
5077,1
6997,4
9478,11
2991,1
9656,14
1039,1
9593,14
194,2
4616,5
1133,10
6771,14
5069,6
2216,10
7199,7
20,9
9248,12
691,7
3874,13
6789,12
9859,12
3133,11
8347,3
9756,6
9029,14
749,1
1277,13
5764,2
9308,11
4255,14
7734,9
5193,1
2555,14
9382,14
480,1
1076,13
9233,1
49,7
7422,12
6328,6
9016,12
1387,7
3980,9
634,2
4263,15
8488,4
9801,14
4805,7
2600,8
9379,12
5959,9
3671,5
560,11
7064,1
3225,8
8605,5
5731,15
8072,8
2996,7
7470,5
5391,15
9885,7
2989,1
2264,7
5431,7
605,5
1204,8
92,3
422,10
9730,8
5349,12
3258,7
8451,4
9487,10
7528,1
4618,15
4249,1
3638,15
5305,6
7696,5
5176,2
6731,15
827,1
6962,4
9288,4
7656,15
1842,4
5924,6
7645,4
9015,15
6400,4
6157,9
4189,1
4195,14
6423,1
3611,10
4902,2
4026,14
6125,15
4583,5
8635,10
6368,9
7217,15
2240,1
6483,6
7863,11
8686,3
7105,10
8485,13
6173,7
1716,2
3443,10
2492,3
4224,11
1653,13
3703,9
3326,7
6538,12
5357,14
7548,2
1787,12
7377,9
1640,15
5588,5
1383,15
1902,6
7843,4
4323,1
7352,10
55,7
8604,4
5051,4
7501,13
4432,5
6435,12
9449,15
4652,11
5990,2
2316,1
1284,2
8855,2
66,5
6593,3
4696,5
6307,7
4483,15
4294,12
6382,13
5202,9
9605,8
4271,15
2549,3
2682,5
436,8
6977,9
6785,8
1102,8
5099,10
8560,14
5883,13
5605,12
3686,11
6514,8
8739,14
6070,6
5915,9
2076,11
1722,7
1440,9
9345,9
876,4
5889,5
9109,5
1671,9
4895,4
1187,3
3478,2
51,6
8254,7
259,10
8601,3
8134,5
5364,5
5441,1
5142,5
8918,1
7221,7
7991,9
8364,12
3849,2
8613,13
1355,7
2676,14
6891,1
6723,3
60,12
8289,2
8741,8
659,10
8569,3
7962,11
4678,15
8455,1
8788,15
1757,10
5324,6
3112,4
6166,14
4118,4
7005,5
1728,12
1136,8
8292,3
2944,11
4504,13
6904,5
8860,3
5576,14
1348,11
5361,7
719,15
1645,4
9328,11
962,6
1576,4
5058,4
6323,6
2395,8
9250,7
5862,10
2898,5
3400,15
1425,1
640,15
9881,3
9518,3
7581,4
9690,9
2501,3
9948,13
8365,1
4174,6
7594,8
6571,11
1007,3
2704,9
1200,7
2408,14
2303,9
427,11
8445,5
9234,11
1880,10
4318,15
4748,14
8739,3
4720,3
1524,9
9204,12
1552,4
4623,7
9501,6
1097,3
8991,10
2928,15
6028,2
5066,4
2452,3
3298,2
103,8
7813,8
9063,6
2741,4
7085,4
3256,6
4602,15
2273,3
5250,12
9123,8
7358,6
1951,13
8373,11
4186,15
6012,12
8484,4
7865,11
92,8
2507,6
6036,7
270,12
4670,3
9767,5
3989,11
6179,7
3666,5
2185,15
4528,13
7660,15
9191,12
8847,5
6559,4
5519,3
9784,14
3448,15
8765,14
1004,15
7742,12
249,13
289,14
4509,8
7434,3
1926,3
4858,6
717,14
8014,5
9053,13
896,4
236,1
5754,8
6902,6
6628,8
2916,12
25,7
497,7
9855,5
2282,7
3394,10
922,8
8182,6
3074,13
7588,1
6903,13
1385,8
2324,5
3060,3
1289,11
4384,1
1534,12
2486,7
6530,11
1346,13
1703,1
9878,2
2205,8
8665,2
1572,10
9865,1
8924,9
7861,1
6518,15
3986,14
4679,14
2298,9
2871,2
7971,7
8041,15
8496,8
755,6
2644,3
6285,8
486,3
7966,8
5837,3
8509,2
1834,15
2824,9
8807,3
1951,11
2454,15
1006,5
1651,11
532,8
4954,4
6823,9
6503,6
208,12
397,13
5701,13
9265,2
2947,13
7437,2
1118,9
4861,14
1977,11
3066,15
3278,12
2694,12
5916,6
8901,10
3783,13
2790,1
9423,8
7059,3
4495,3
9438,8
7938,2
8066,2
2821,7
4518,11
3448,7
8943,10
7700,6
8914,3
2174,8
8216,2
685,13
6876,5
4621,8
248,1
356,13
3124,13
4745,4
7043,14
7447,8
4572,10
5423,14
4862,15
2953,3
1991,9
846,7
2281,1
6450,15
458,13
3013,14
5193,14
3176,6
2008,5
1211,15
4325,1
9164,7
2512,3
5075,12
6216,1
3290,7
8677,8
5503,2
126,15
4958,3
7103,5
877,6
2514,6
748,7
7905,4
8085,6
1890,2
624,13
3892,6
5464,7
8814,12
5704,14
9222,14
7739,8
3207,5
5120,12
6350,13
5385,12
6938,13
190,14
797,15
7810,3
7194,14
484,15
6241,12
411,5
6942,9
7218,3
1438,3
701,8
2060,2
3775,11
8569,5
6528,14
6642,13
5631,2
8676,8
3417,10
1371,12
1574,2
3965,8
6610,2
8769,1
1939,13
2078,5
9248,11
5830,4
3067,13
4048,10
2832,11
2129,7
2589,1
7863,4
2498,13
5719,8
4969,5
722,10
2331,4
297,10
1465,12
2883,15
9674,6
7718,2
1665,8
8203,13
4943,12
249,7
2056,11
4731,10
4704,1
5201,13
6322,15
1004,2
3284,8
922,8
9040,3
4300,15
8515,14
2751,3
5180,11
8303,6
4163,2
8337,13
6126,13
7693,11
308,14
3594,7
4854,8
5542,11
8393,7
3081,15
3624,7
4440,12
2008,3
8391,11
135,7
4873,3
9255,5
4526,2
5069,8
8703,7
4470,14
1230,8
6151,7
261,9
3478,8
773,7
6968,10
2060,15
8869,15
6432,15
1628,11
8555,15
3421,6
554,12
9426,4
7261,10
9281,1
1674,15
2375,3
4307,3
4164,12
4708,12
2969,1
319,5
5050,6
9864,10
6120,3
6969,2
2877,11
2784,3
3763,6
9725,6
2709,11
9236,13
300,6
9259,3
6939,10
5766,8
4851,14
521,6
4868,9
9163,5
8703,15
428,3
5623,14
9046,13
3309,1
8263,15
3651,6
7437,11
8243,6
7727,5
1273,8
3560,1
5206,7
9062,13
8004,5
9518,14
1270,9
3867,7
1599,2
4803,2
3514,1
6509,14
1012,6
4203,2
1040,5
2605,3
9870,14
6917,2
9209,12
6174,10
4754,6
2382,7
4023,6
1639,7
507,11
617,3
4938,8
8822,7
8298,4
6858,1
9407,11
3253,1
1428,1
7717,15
4899,14
481,7
462,15
25,1
3538,12
1084,9
4873,4
4257,15
8121,7
8975,7
137,4
7154,6
5170,5
987,2
9290,5
975,8
2949,9
1136,15
2785,14
5074,15
5073,3
9122,13
2206,9
9239,2
7912,8
4861,13
8608,9
7490,12
6524,13
6880,5
4439,9
8322,9
242,13
6665,2
1056,10
3555,13
5339,5
956,12
6578,3
9371,7
8376,9
1020,14
3715,3
9003,6
7582,6
949,2
70,10
7221,9
2292,10
6174,12
4044,10
7139,5
7648,6
2616,8
7165,9
7106,11
2236,11
7612,5
1227,6
7284,5
4143,4
178,8
3821,15
6211,14
6815,6
7649,4
4824,15
5646,10
6570,6
5758,8
5998,13
2341,8
5207,15
6801,13
8359,1
8504,15
6213,6
8581,2
6018,4
503,3
4507,2
5664,3
3525,8
3412,4
9877,5
4678,9
1218,1
9647,11
1531,1
5857,15
6867,8
4210,3
8022,9
3553,10
2011,13
9317,5
9807,8
296,7
2957,13
4878,2
4844,5
8160,12
7134,1
3388,8
458,13
2702,13
3539,9
6846,4
6215,4
1241,7
731,7
1924,14
310,5
2841,15
4762,1
6977,13
4970,9
5972,11
6839,14
560,8
9544,6
7703,10
906,7
8214,14
2478,2
621,12
3864,14
5755,2
2980,3
741,10
8708,14
6851,10
2171,9
7842,8
4599,1
3957,1
1152,12
390,15
7806,10
9882,2
3418,8
257,15
7567,15
9069,10
7864,9
108,14
4042,11
3375,3
9406,13
8300,6
2508,3
314,14
8518,7
6061,12
6210,6
576,4
129,6
7040,4
5615,7
8402,4
6985,5
8578,12
1585,9
1072,1
930,5
9712,14
2466,3
2855,3
1921,4
6585,12
3756,1
7073,7
3830,3
5461,6
7530,3
8480,4
4583,7
1177,15
9431,8
5670,2
5970,13
5558,1
8548,2
6362,15
5110,14
8579,2
4834,3
3368,11
1604,5
6078,11
6895,3
3727,15
4592,14
6543,6
2294,15
7198,6
2673,13
589,11
3920,6
4987,6
7351,5
6797,5
1663,6
2835,11
6080,10
60,2
4628,10
6404,9
2716,7
3692,1
4428,3
8540,9
8250,12
5744,6
9087,5
1126,2
8362,7
1173,4
4544,15
3184,1
2023,1
2590,2
9034,8
8793,11
5987,10
4435,10
3668,7
9735,9
1313,14
7605,7
4655,14
4473,1
9844,1
6045,13
7638,15
2944,3
4282,8
8040,11
5522,4
1932,13
6337,2
3447,11
6048,11
2426,1
7028,1
2901,12
4625,14
2959,8
4712,9
3778,4
6189,6
224,14
8618,14
6976,14
9651,5
6173,6
5550,9
5152,4
177,5
681,1
1400,8
1916,6
1896,7
3782,2
4526,9
3188,8
1771,9
2584,2
1242,1
1631,15
1819,4
2967,11
3413,6
3674,14
3875,3
6068,1
3337,1
3401,12
5573,13
3045,10
8461,9
2202,3
6270,6
960,14
8975,9
7812,11
6985,14
8366,1
8666,8
4826,6
3576,2
5169,13
6360,12
5490,11
2723,10
6363,14
4614,11
5373,5
1489,11
832,12
8390,6
5732,6
6059,14
2109,3
8785,11
6409,9
1291,7
169,1
3509,11
9236,15
1606,14
815,8
5534,5
8705,11
1193,8
4701,5
5755,1
2159,8
8899,11
8583,4
3396,15
7548,10
7802,12
8210,6
8058,15
830,8
6963,15
3606,10
2111,3
3995,14
8366,15
132,7
8007,2
752,6
898,9
711,11
6612,12
4779,11
167,13
8213,5
7447,10
2058,11
151,12
2019,1
7338,14
7022,7
6931,15
227,5
9751,6
5488,6
8972,15
1552,11
341,10
7868,2
8521,9
7246,13
7042,8
8741,11
1554,6
1751,9
4626,6
4507,7
2583,1
6131,8
8502,9
7410,12
4892,10
7068,8
6663,3
273,6
3529,9
7076,2
6123,1
5480,14
602,7
3572,6
8431,9
2625,5
209,3
3357,6
9468,9
9714,15
4965,10
3217,11
2726,13
4313,3
9857,7
6257,3
2933,4
2681,3
4126,12
6146,10
9959,11
6401,9
2993,6
4285,12
6569,7
2172,11
2721,7
4308,5
2605,15
1874,5
15,1
1203,11
4777,13
8609,10
233,12
7145,7
5726,4
2822,10
2061,3
8262,8
741,5
5229,14
7300,11
6011,9
9725,1
2776,11
5673,14
8073,1
3965,10
1379,14
8535,14
2607,11
1929,8
3662,5
4098,10
1513,7
9414,1
9122,5
8985,7
398,5
3748,8
2045,9
882,7
5967,6
6558,12
3540,9
4119,11
6316,3
903,12
5731,2
6564,14
8879,4
1665,5
3963,1
1173,12
3592,2
6398,10
8112,5
5397,14
26,7
1886,11
6528,10
5850,13
2163,3
7849,12
7196,13
7412,7
1464,12
8066,11
7372,3
81,10
9389,1
449,1
36,13
9096,5
3199,1
6672,5
9977,14
8427,9
7919,7
567,14
5864,7
4173,4
2272,9
6873,10
8736,7
1650,14
9067,6
1984,13
1971,15
8692,10
6163,7
7343,8
3927,9
8125,2
8860,5
3685,5
9269,7
107,10
1835,4
356,11
8843,9
7664,14
1327,6
932,12
2350,4
2000,10
9345,1
5232,9
6895,10
1716,15
5422,5
7544,12
3587,8
5534,4
8826,8
7867,4
9131,13
9323,15
2874,3
1631,8
6651,11
6678,14
5732,11
9487,3
8512,1
3871,3
756,4
134,2
9848,10
7674,11
5868,11
4775,9
3605,2
5540,13
8199,14
8007,10
5657,12
6218,15
3865,2
7711,1
460,9
1490,9
2642,9
1603,1
4015,2
3691,4
520,2
4287,15
4336,7
6320,5
2263,1
3187,7
3317,11
9562,10
9891,15
4328,4
7200,12
5985,9
9286,13
9180,9
1601,13
1446,8
7951,15
2124,12
2299,3
9449,2
5124,4
4686,11
6770,7
9446,2
5187,14
1248,6
6546,13
7456,5
6262,15
4687,2
3377,1
2362,2
3767,9
5029,10
8876,13
3823,10
9612,3
512,6
1960,12
9346,5
6634,1
8752,4
3073,7
4503,14
98,10
396,1
3761,2
9668,5
8496,4
6449,3
9718,13
1230,2
7163,5
6627,5
132,12
8836,4
2267,15
3955,10
367,5
7423,9
2181,5
9123,14
5504,7
7127,7
1570,5
1336,14
9696,4
1294,14
8393,8
7666,9
9500,4
9964,10
1131,15
4914,4
8960,7
2893,8
8942,14
4842,11
878,11
1156,5
5498,7
8539,11
1527,5
5938,6
4383,7
7240,14
722,11
506,3
3578,9
9248,1
3031,13
8371,3
788,9
728,3
2286,7
243,1
9786,5
5917,14
3928,1
979,12
4372,7
7394,9
5070,6
8048,7
4791,7
8713,3
5393,9
535,9
8761,11
2112,11
7736,5
5912,8
6348,3
1403,7
8473,2
9977,7
5751,13
5472,5
2857,14
2423,12
2493,2
1390,10
2432,6
4567,1
7503,9
4288,9
3970,6
1624,13
7899,3
1140,3
4129,6
9146,10
2193,12
7161,7
7260,14
1885,2
2434,12
6980,15
9850,3
5070,8
2243,4
7872,6
8188,15
6951,11
6990,9
576,1
7451,5
553,11
202,4
9099,12
3967,14
1080,13
1502,1
2224,1
4983,7
5674,1
8869,9
4726,10
6761,2
2197,3
6789,9
1028,13
9473,4
6247,2
2538,6
8617,15
9868,13
939,8
8794,11
9440,3
6916,4
3835,14
4954,1
9476,9
2967,15
7002,6
3394,3
8320,4
8604,12
9278,13
8309,10
3012,5
821,2
8471,8
7321,3
9506,3
5904,6
7482,9
4407,7
8605,11
6467,10
3411,1
7556,4
5279,4
865,14
10,6
9620,12
4941,12
3965,13
8980,15
5458,2
4688,7
1972,10
7008,2
1530,8
9914,14
2099,9
2976,1
9268,3
2121,8
5648,8
8307,4
4478,1
7079,9
169,3
3993,11
3948,3
1871,12
1342,6
4592,14
4370,7
1898,4
2456,4
8693,5
4083,2
9844,7
1351,5
2775,5
9956,6
4842,9
6489,10
2908,14
821,13
4931,2
1885,5
8508,7
4302,4
9630,9
5275,8
4001,13
8359,9
7853,14
5972,3
998,14
7396,4
1546,13
4858,4
2931,11
4309,13
8035,3
2756,14
7118,9
2347,7
5474,4
3885,13
5570,15
7649,15
6415,11
1573,9
7938,3
5773,8
1809,8
8484,12
8944,5
3947,1
3069,6
8979,11
1364,8
4169,14
4013,15
8768,15
5759,2
4171,13
9688,5
8057,14
7068,2
6155,11
4748,9
3796,9
7580,10
2676,7
5224,3
862,9
7824,6
5033,10
887,4
2326,12
516,14
7049,2
4877,3
3876,2
2437,12
3699,2
3657,13
9566,1
6264,6
7530,7
1658,9
3258,3
4491,14
669,12
8095,4
4079,12
7045,5
2133,2
9529,13
7096,2
4316,1
4589,14
92,5
4713,3
2169,10
5245,9
8869,4
3305,6
8821,3
9536,6
3730,14
8391,9
3248,2
7319,4
3304,3
9958,4
9563,7
5419,12
6670,10
5717,10
2976,7
8982,9
7750,12
4555,13
2810,8
4034,9
3112,1
8141,9
4185,8
8804,15
5481,9
2888,15
6038,13
7758,5
452,12
654,9
620,14
1047,7
3952,14
3617,8
2728,4
7257,4
8174,3
4647,9
6758,7
5919,4
2600,7
9603,12
466,5
4248,12
230,4
8588,4
8119,6
9279,7
5694,14
8197,10
5916,8
3736,6
9338,8
5845,1
1539,3
856,15
1432,3
9010,10
6507,13
5049,4
4497,15
2463,12
9245,3
9448,12
2337,12
8934,3
8120,3
8348,3
3790,14
9726,2
1158,14
1275,2
2424,9
7022,14
1943,2
7279,14
1867,15
2520,9
7127,12
4548,10
6453,11
5665,9
8076,11
6619,13
8287,8
5300,2
7617,15
7567,14
3422,12
6203,1
3945,1
318,5
1406,5
4397,7
41,7
3863,9
9494,12
8206,7
943,14
1447,6
6964,11
1524,10
6338,11
3481,11
2349,15
4708,9
1557,4
6420,5
8868,11
6476,11
4739,13
5433,11
8966,2
7077,6
300,11
5046,2
1132,2
5293,11
2686,9
639,3
6283,11
6420,3
3741,5
6337,2
4711,12
2394,9
2577,3
8302,6
1691,12
3791,7
5812,8
8585,1
6105,15
4408,2
4216,2
809,13
7439,9
8097,7
6396,7
344,4
5361,11
5532,8
1891,11
6895,7
8440,10
9816,5
3599,9
2186,4
7780,11
8019,3
2952,8
2406,13
3801,4
9946,9
1034,8
9158,5
93,6
5848,6
3593,7
1068,2
1356,6
1794,10
6636,6
4185,12
8553,9
9004,11
1230,11
4794,6
7980,10
2421,5
3924,8
3511,15
6464,15
4536,15
895,12
407,9
2124,5
5323,5
8617,12
3288,12
4844,14
8304,12
9925,3
8302,6
1568,3
6004,5
2268,13
9976,6
6678,11
6061,3
5801,11
5641,12
9462,7
5301,13
9365,3
8626,4
4087,9
9453,13
3954,10
637,6
7655,15
6305,9
6098,15
3820,5
6447,2
3913,14
6580,10
5814,12
9840,8
2530,10
178,2
9694,6
4716,7
4332,9
5345,3
1829,2
900,1
2300,12
471,2
266,1
1428,13
1187,15
8326,7
2721,9
1729,5
3741,15
8733,3
6963,13
5719,6
9276,11
3635,3
7273,12
5441,10
398,13
4898,7
262,5
8275,8
8034,14
3466,13
8603,1
8349,4
5918,11
9535,14
2805,7
2046,12
8762,14
5479,5
8909,15
396,7
360,8
5924,1
9958,5
6917,9
7382,5
496,6
2112,14
4761,9
3624,11
4295,2
8242,15
2366,1
266,14
4949,14
246,7
7371,6
7449,9
9175,13
2465,5
5125,13
6422,6
1831,10
9518,2
4098,3
678,12
3009,1
7170,10
8327,5
3379,6
2052,1
5074,14
1842,2
9057,3
7481,6
5867,7
4069,12
93,5
2689,6
9940,13
2241,5
7946,9
1302,2
6991,6
2442,2
2505,13
9600,6
8898,6
5496,12
5848,1
6630,11
3893,2
4627,8
8558,8
1214,14
7834,4
6747,3
7743,9
1320,4
3805,2
5165,13
3857,4
7183,8
9477,13
3420,1
7411,12
2374,8
9710,8
5501,6
1942,10
3461,13
540,10
1625,13
986,15
6295,4
1132,12
2512,14
1077,10
3577,14
5740,8
1403,8
8101,10
192,14
9156,15
6657,12
7802,12
5757,6
2685,12
6823,5
942,1
2731,3
3722,4
8001,3
8766,3
8067,7
5722,11
4882,15
2880,4
7954,10
6838,4
93,10
6290,6
8165,3
7347,8
6150,15
4193,1
9328,8
944,10
8223,11
6242,12
7627,7
7296,9
2477,11
6240,8
3845,3
411,4
9812,3
2848,7
2328,3
596,9
9521,12
4022,3
3754,15
8843,6
4704,8
7349,7
78,1
7858,9
3141,15
5704,2
2393,7
6983,11
1021,9
